Date,City,Country,Event,HillSize,Distance,RaceType,MassStart,TeamEvent,Season,Race,Sex,Place,Skier,Nation,ID,Birthday,Leg,TeamID,SJ_Pos,CC_Pos,Age,Exp
2024-01-13,Oberstdorf,Germany,World Cup,106,5,Individual,0,0,2024,5,L,6,Maria Gerboth,Germany,66,2002-06-19T00:00:00.000000,0,"",7,14,21.568788501026695,26
2024-01-14,Oberstdorf,Germany,World Cup,N/A,N/A,Individual Compact,0,0,2024,6,L,10,Maria Gerboth,Germany,66,2002-06-19T00:00:00.000000,0,"",11,15,21.571526351813826,27
2024-01-27,Schonach,Germany,World Cup,100,5,Individual,0,0,2024,7,L,7,Maria Gerboth,Germany,66,2002-06-19T00:00:00.000000,0,"",5,17,21.607118412046542,28
2024-01-28,Schonach,Germany,World Cup,100,7.5,Individual,0,0,2024,8,L,17,Maria Gerboth,Germany,66,2002-06-19T00:00:00.000000,0,"",14,20,21.609856262833674,29
2024-02-02,Seefeld,Austria,World Cup,109,5,Individual,0,0,2024,9,L,16,Maria Gerboth,Germany,66,2002-06-19T00:00:00.000000,0,"",10,20,21.623545516769337,30
2024-02-03,Seefeld,Austria,World Cup,109,5,Individual Compact,0,0,2024,10,L,14,Maria Gerboth,Germany,66,2002-06-19T00:00:00.000000,0,"",11,16,21.626283367556468,31
2024-02-09,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2024,11,L,8,Maria Gerboth,Germany,66,2002-06-19T00:00:00.000000,0,"",9,13,21.642710472279262,32
2024-02-10,Otepää,Estonia,World Cup,97,5,Individual,0,0,2024,12,L,10,Maria Gerboth,Germany,66,2002-06-19T00:00:00.000000,0,"",9,16,21.645448323066393,33
2024-02-11,Otepää,Estonia,World Cup,97,5,Individual,0,0,2024,13,L,7,Maria Gerboth,Germany,66,2002-06-19T00:00:00.000000,0,"",7,13,21.648186173853524,34
2024-03-09,Holmenkollen,Norway,World Cup,106,5,Individual,0,0,2024,14,L,16,Maria Gerboth,Germany,66,2002-06-19T00:00:00.000000,0,"",8,26,21.72210814510609,35
2024-03-17,Trondheim,Norway,World Cup,100,7.5,Individual,0,0,2024,15,L,13,Maria Gerboth,Germany,66,2002-06-19T00:00:00.000000,0,"",9,23,21.744010951403148,36
2024-12-06,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2025,1,L,5,Maria Gerboth,Germany,66,2002-06-19T00:00:00.000000,0,"",1,23,22.466803559206024,37
2024-12-07,Lillehammer,Norway,World Cup,98,5,Individual Compact,0,0,2025,2,L,12,Maria Gerboth,Germany,66,2002-06-19T00:00:00.000000,0,"",1,27,22.469541409993155,38
2024-12-20,Ramsau,Austria,World Cup,96,5,Mass Start,1,0,2025,3,L,7,Maria Gerboth,Germany,66,2002-06-19T00:00:00.000000,0,"",5,19,22.50513347022587,39
2024-12-21,Ramsau,Austria,World Cup,96,5,Individual Compact,0,0,2025,4,L,13,Maria Gerboth,Germany,66,2002-06-19T00:00:00.000000,0,"",5,20,22.507871321013006,40
2025-01-18,Schonach,Germany,World Cup,100,5,Individual,0,0,2025,5,L,14,Maria Gerboth,Germany,66,2002-06-19T00:00:00.000000,0,"",1,26,22.584531143052704,41
2025-01-19,Schonach,Germany,World Cup,100,5,Individual Compact,0,0,2025,6,L,19,Maria Gerboth,Germany,66,2002-06-19T00:00:00.000000,0,"",4,23,22.587268993839835,42
2025-01-31,Seefeld,Austria,World Cup,109,5,Mass Start,1,0,2025,7,L,10,Maria Gerboth,Germany,66,2002-06-19T00:00:00.000000,0,"",4,17,22.62012320328542,43
2025-02-01,Seefeld,Austria,World Cup,109,5,Individual Compact,0,0,2025,8,L,15,Maria Gerboth,Germany,66,2002-06-19T00:00:00.000000,0,"",7,17,22.62286105407255,44
2025-02-02,Seefeld,Austria,World Cup,109,5,Individual,0,0,2025,9,L,12,Maria Gerboth,Germany,66,2002-06-19T00:00:00.000000,0,"",8,16,22.625598904859686,45
2025-02-07,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2025,10,L,12,Maria Gerboth,Germany,66,2002-06-19T00:00:00.000000,0,"",9,17,22.639288158795345,46
2025-02-08,Otepää,Estonia,World Cup,97,5,Individual,0,0,2025,11,L,8,Maria Gerboth,Germany,66,2002-06-19T00:00:00.000000,0,"",6,15,22.642026009582477,47
2025-02-09,Otepää,Estonia,World Cup,97,5,Individual Compact,0,0,2025,12,L,7,Maria Gerboth,Germany,66,2002-06-19T00:00:00.000000,0,"",1,16,22.644763860369608,48
2025-02-27,Trondheim,Norway,World Championship,102,5,Mass Start,1,0,2025,13,L,21,Maria Gerboth,Germany,66,2002-06-19T00:00:00.000000,0,"",10,30,22.694045174537987,49
2025-03-02,Trondheim,Norway,World Championship,102,5,Individual,0,0,2025,14,L,13,Maria Gerboth,Germany,66,2002-06-19T00:00:00.000000,0,"",8,23,22.702258726899384,50
2025-03-15,Holmenkollen,Norway,World Cup,134,5,Individual,0,0,2025,15,L,12,Maria Gerboth,Germany,66,2002-06-19T00:00:00.000000,0,"",4,25,22.7378507871321,51
2025-03-16,Holmenkollen,Norway,World Cup,134,5,Individual Compact,0,0,2025,16,L,24,Maria Gerboth,Germany,66,2002-06-19T00:00:00.000000,0,"",12,24,22.740588637919235,52
2020-12-18,Ramsau,Austria,World Cup,98,N/A,Individual,0,0,2021,1,L,3,Anju Nakamura,Japan,67,2000-01-23T00:00:00.000000,0,"",3,2,20.903490759753595,1
2021-02-27,Oberstdorf,Germany,World Championship,106,N/A,Individual,0,0,2021,2,L,4,Anju Nakamura,Japan,67,2000-01-23T00:00:00.000000,0,"",6,2,21.097878165639973,2
2021-12-03,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2022,1,L,11,Anju Nakamura,Japan,67,2000-01-23T00:00:00.000000,0,"",14,7,21.861738535249827,3
2021-12-04,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2022,2,L,12,Anju Nakamura,Japan,67,2000-01-23T00:00:00.000000,0,"",16,3,21.864476386036962,4
2021-12-11,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2022,3,L,11,Anju Nakamura,Japan,67,2000-01-23T00:00:00.000000,0,"",16,5,21.883641341546884,5
2021-12-12,Otepää,Estonia,World Cup,97,5,Individual,0,0,2022,4,L,9,Anju Nakamura,Japan,67,2000-01-23T00:00:00.000000,0,"",14,1,21.88637919233402,6
2021-12-17,Ramsau,Austria,World Cup,98,5,Individual,0,0,2022,5,L,6,Anju Nakamura,Japan,67,2000-01-23T00:00:00.000000,0,"",15,1,21.900068446269678,7
2022-01-08,Val di Fiemme,Italy,World Cup,104,5,Mass Start,1,0,2022,6,L,2,Anju Nakamura,Japan,67,2000-01-23T00:00:00.000000,0,"",10,1,21.960301163586585,8
2022-03-12,Schonach,Germany,World Cup,106,5,Individual,0,0,2022,7,L,1,Anju Nakamura,Japan,67,2000-01-23T00:00:00.000000,0,"",7,1,22.132785763175907,9
2022-03-13,Schonach,Germany,World Cup,106,5,Individual,0,0,2022,8,L,5,Anju Nakamura,Japan,67,2000-01-23T00:00:00.000000,0,"",8,1,22.135523613963038,10
2022-12-02,Lillehammer,Norway,World Cup,100,5,Individual,0,0,2023,1,L,15,Anju Nakamura,Japan,67,2000-01-23T00:00:00.000000,0,"",17,8,22.858316221765914,11
2022-12-03,Lillehammer,Norway,World Cup,100,5,Individual,0,0,2023,2,L,12,Anju Nakamura,Japan,67,2000-01-23T00:00:00.000000,0,"",15,10,22.861054072553046,12
2022-12-16,Ramsau,Austria,World Cup,97,5,Individual,0,0,2023,3,L,9,Anju Nakamura,Japan,67,2000-01-23T00:00:00.000000,0,"",12,4,22.89664613278576,13
2022-12-17,Ramsau,Austria,World Cup,97,5,Individual,0,0,2023,4,L,11,Anju Nakamura,Japan,67,2000-01-23T00:00:00.000000,0,"",17,4,22.899383983572896,14
2023-01-08,Otepää,Estonia,World Cup,97,5,Individual,0,0,2023,5,L,17,Anju Nakamura,Japan,67,2000-01-23T00:00:00.000000,0,"",22,5,22.9596167008898,15
2023-01-27,Seefeld,Austria,World Cup,109,5,Individual,0,0,2023,6,L,6,Anju Nakamura,Japan,67,2000-01-23T00:00:00.000000,0,"",8,4,23.01163586584531,16
2023-01-28,Seefeld,Austria,World Cup,109,5,Individual,0,0,2023,7,L,13,Anju Nakamura,Japan,67,2000-01-23T00:00:00.000000,0,"",16,11,23.014373716632445,17
2023-02-11,Schonach,Germany,World Cup,100,5,Individual,0,0,2023,8,L,13,Anju Nakamura,Japan,67,2000-01-23T00:00:00.000000,0,"",19,3,23.052703627652292,18
2023-02-12,Schonach,Germany,World Cup,100,5,Individual,0,0,2023,9,L,11,Anju Nakamura,Japan,67,2000-01-23T00:00:00.000000,0,"",16,3,23.055441478439423,19
2023-02-24,Planica,Slovenia,World Championship,100,5,Individual,0,0,2023,10,L,7,Anju Nakamura,Japan,67,2000-01-23T00:00:00.000000,0,"",12,2,23.08829568788501,20
2023-03-11,Holmenkollen,Norway,World Cup,106,5,Individual,0,0,2023,11,L,3,Anju Nakamura,Japan,67,2000-01-23T00:00:00.000000,0,"",2,4,23.12936344969199,21
2023-12-01,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2024,1,L,12,Anju Nakamura,Japan,67,2000-01-23T00:00:00.000000,0,"",15,9,23.854893908281998,22
2023-12-02,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2024,2,L,11,Anju Nakamura,Japan,67,2000-01-23T00:00:00.000000,0,"",17,9,23.85763175906913,23
2023-12-15,Ramsau,Austria,World Cup,98,5,Individual,0,0,2024,3,L,12,Anju Nakamura,Japan,67,2000-01-23T00:00:00.000000,0,"",15,4,23.89322381930185,24
2023-12-16,Ramsau,Austria,World Cup,N/A,N/A,Individual Compact,0,0,2024,4,L,11,Anju Nakamura,Japan,67,2000-01-23T00:00:00.000000,0,"",10,11,23.89596167008898,25
2024-01-13,Oberstdorf,Germany,World Cup,106,5,Individual,0,0,2024,5,L,13,Anju Nakamura,Japan,67,2000-01-23T00:00:00.000000,0,"",21,2,23.972621492128678,26
2024-01-14,Oberstdorf,Germany,World Cup,N/A,N/A,Individual Compact,0,0,2024,6,L,8,Anju Nakamura,Japan,67,2000-01-23T00:00:00.000000,0,"",18,5,23.975359342915812,27
2024-01-27,Schonach,Germany,World Cup,100,5,Individual,0,0,2024,7,L,12,Anju Nakamura,Japan,67,2000-01-23T00:00:00.000000,0,"",16,7,24.01095140314853,28
2024-01-28,Schonach,Germany,World Cup,100,7.5,Individual,0,0,2024,8,L,13,Anju Nakamura,Japan,67,2000-01-23T00:00:00.000000,0,"",22,6,24.01368925393566,29
2024-02-02,Seefeld,Austria,World Cup,109,5,Individual,0,0,2024,9,L,19,Anju Nakamura,Japan,67,2000-01-23T00:00:00.000000,0,"",21,10,24.02737850787132,30
2024-02-03,Seefeld,Austria,World Cup,109,5,Individual Compact,0,0,2024,10,L,6,Anju Nakamura,Japan,67,2000-01-23T00:00:00.000000,0,"",12,5,24.030116358658454,31
2024-02-09,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2024,11,L,14,Anju Nakamura,Japan,67,2000-01-23T00:00:00.000000,0,"",15,8,24.046543463381244,32
2024-02-10,Otepää,Estonia,World Cup,97,5,Individual,0,0,2024,12,L,15,Anju Nakamura,Japan,67,2000-01-23T00:00:00.000000,0,"",17,8,24.04928131416838,33
2024-02-11,Otepää,Estonia,World Cup,97,5,Individual,0,0,2024,13,L,15,Anju Nakamura,Japan,67,2000-01-23T00:00:00.000000,0,"",15,8,24.05201916495551,34
2024-03-09,Holmenkollen,Norway,World Cup,106,5,Individual,0,0,2024,14,L,12,Anju Nakamura,Japan,67,2000-01-23T00:00:00.000000,0,"",17,6,24.125941136208077,35
2024-03-17,Trondheim,Norway,World Cup,100,7.5,Individual,0,0,2024,15,L,15,Anju Nakamura,Japan,67,2000-01-23T00:00:00.000000,0,"",22,8,24.147843942505133,36
2022-12-16,Ramsau,Austria,World Cup,97,5,Individual,0,0,2023,3,L,19,Jonna Kil,Poland,68,2000-07-09T00:00:00.000000,0,"",18,20,22.43668720054757,1
2022-12-17,Ramsau,Austria,World Cup,97,5,Individual,0,0,2023,4,L,20,Jonna Kil,Poland,68,2000-07-09T00:00:00.000000,0,"",18,19,22.439425051334702,2
2023-02-24,Planica,Slovenia,World Championship,100,5,Individual,0,0,2023,10,L,19,Jonna Kil,Poland,68,2000-07-09T00:00:00.000000,0,"",19,19,22.628336755646817,3
2023-12-01,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2024,1,L,19,Jonna Kil,Poland,68,2000-07-09T00:00:00.000000,0,"",26,13,23.394934976043807,4
2023-12-02,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2024,2,L,18,Jonna Kil,Poland,68,2000-07-09T00:00:00.000000,0,"",24,14,23.397672826830938,5
2023-12-15,Ramsau,Austria,World Cup,98,5,Individual,0,0,2024,3,L,16,Jonna Kil,Poland,68,2000-07-09T00:00:00.000000,0,"",18,9,23.433264887063654,6
2023-12-16,Ramsau,Austria,World Cup,N/A,N/A,Individual Compact,0,0,2024,4,L,15,Jonna Kil,Poland,68,2000-07-09T00:00:00.000000,0,"",18,12,23.436002737850785,7
2024-01-13,Oberstdorf,Germany,World Cup,106,5,Individual,0,0,2024,5,L,21,Jonna Kil,Poland,68,2000-07-09T00:00:00.000000,0,"",25,6,23.512662559890487,8
2024-01-14,Oberstdorf,Germany,World Cup,N/A,N/A,Individual Compact,0,0,2024,6,L,16,Jonna Kil,Poland,68,2000-07-09T00:00:00.000000,0,"",24,14,23.515400410677618,9
2024-01-27,Schonach,Germany,World Cup,100,5,Individual,0,0,2024,7,L,19,Jonna Kil,Poland,68,2000-07-09T00:00:00.000000,0,"",23,14,23.550992470910334,10
2024-01-28,Schonach,Germany,World Cup,100,7.5,Individual,0,0,2024,8,L,16,Jonna Kil,Poland,68,2000-07-09T00:00:00.000000,0,"",19,14,23.55373032169747,11
2024-02-09,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2024,11,L,17,Jonna Kil,Poland,68,2000-07-09T00:00:00.000000,0,"",17,16,23.586584531143053,12
2024-02-10,Otepää,Estonia,World Cup,97,5,Individual,0,0,2024,12,L,19,Jonna Kil,Poland,68,2000-07-09T00:00:00.000000,0,"",19,13,23.589322381930184,13
2024-02-11,Otepää,Estonia,World Cup,97,5,Individual,0,0,2024,13,L,18,Jonna Kil,Poland,68,2000-07-09T00:00:00.000000,0,"",17,12,23.592060232717316,14
2024-03-09,Holmenkollen,Norway,World Cup,106,5,Individual,0,0,2024,14,L,25,Jonna Kil,Poland,68,2000-07-09T00:00:00.000000,0,"",28,7,23.665982203969882,15
2024-03-17,Trondheim,Norway,World Cup,100,7.5,Individual,0,0,2024,15,L,21,Jonna Kil,Poland,68,2000-07-09T00:00:00.000000,0,"",28,5,23.68788501026694,16
2024-12-06,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2025,1,L,23,Jonna Kil,Poland,68,2000-07-09T00:00:00.000000,0,"",28,13,24.410677618069816,17
2024-12-07,Lillehammer,Norway,World Cup,98,5,Individual Compact,0,0,2025,2,L,19,Jonna Kil,Poland,68,2000-07-09T00:00:00.000000,0,"",28,13,24.413415468856947,18
2024-12-20,Ramsau,Austria,World Cup,96,5,Mass Start,1,0,2025,3,L,17,Jonna Kil,Poland,68,2000-07-09T00:00:00.000000,0,"",20,9,24.449007529089663,19
2024-12-21,Ramsau,Austria,World Cup,96,5,Individual Compact,0,0,2025,4,L,14,Jonna Kil,Poland,68,2000-07-09T00:00:00.000000,0,"",23,12,24.451745379876797,20
2025-01-31,Seefeld,Austria,World Cup,109,5,Mass Start,1,0,2025,7,L,25,Jonna Kil,Poland,68,2000-07-09T00:00:00.000000,0,"",27,14,24.56399726214921,21
2025-02-01,Seefeld,Austria,World Cup,109,5,Individual Compact,0,0,2025,8,L,19,Jonna Kil,Poland,68,2000-07-09T00:00:00.000000,0,"",25,15,24.566735112936346,22
2025-02-02,Seefeld,Austria,World Cup,109,5,Individual,0,0,2025,9,L,17,Jonna Kil,Poland,68,2000-07-09T00:00:00.000000,0,"",18,7,24.569472963723477,23
2025-02-07,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2025,10,L,17,Jonna Kil,Poland,68,2000-07-09T00:00:00.000000,0,"",17,15,24.583162217659137,24
2025-02-08,Otepää,Estonia,World Cup,97,5,Individual,0,0,2025,11,L,17,Jonna Kil,Poland,68,2000-07-09T00:00:00.000000,0,"",19,16,24.585900068446268,25
2025-02-09,Otepää,Estonia,World Cup,97,5,Individual Compact,0,0,2025,12,L,14,Jonna Kil,Poland,68,2000-07-09T00:00:00.000000,0,"",17,9,24.588637919233403,26
2025-02-27,Trondheim,Norway,World Championship,102,5,Mass Start,1,0,2025,13,L,29,Jonna Kil,Poland,68,2000-07-09T00:00:00.000000,0,"",29,19,24.637919233401778,27
2025-03-02,Trondheim,Norway,World Championship,102,5,Individual,0,0,2025,14,L,28,Jonna Kil,Poland,68,2000-07-09T00:00:00.000000,0,"",32,13,24.646132785763175,28
2025-03-15,Holmenkollen,Norway,World Cup,134,5,Individual,0,0,2025,15,L,22,Jonna Kil,Poland,68,2000-07-09T00:00:00.000000,0,"",23,11,24.68172484599589,29
2025-03-16,Holmenkollen,Norway,World Cup,134,5,Individual Compact,0,0,2025,16,L,13,Jonna Kil,Poland,68,2000-07-09T00:00:00.000000,0,"",21,11,24.684462696783026,30
2025-12-05,Trondheim,Norway,World Cup,102,5,Individual Compact,0,0,2026,1,L,29,Jonna Kil,Poland,68,2000-07-09T00:00:00.000000,0,"",32,11,25.4072553045859,1
2025-12-06,Trondheim,Norway,World Cup,102,5,Mass Start,1,0,2026,2,L,25,Jonna Kil,Poland,68,2000-07-09T00:00:00.000000,0,"",30,17,25.40999315537303,2
2025-12-19,Ramsau,Austria,World Cup,98,5,Mass Start,1,0,2026,3,L,28,Jonna Kil,Poland,68,2000-07-09T00:00:00.000000,0,"",29,16,25.44558521560575,3
2025-12-20,Ramsau,Austria,World Cup,98,5,Individual,0,0,2026,4,L,21,Jonna Kil,Poland,68,2000-07-09T00:00:00.000000,0,"",30,11,25.44832306639288,4
2026-01-09,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2026,5,L,23,Jonna Kil,Poland,68,2000-07-09T00:00:00.000000,0,"",22,19,25.503080082135522,5
2026-01-10,Otepää,Estonia,World Cup,97,5,Individual,0,0,2026,6,L,20,Jonna Kil,Poland,68,2000-07-09T00:00:00.000000,0,"",24,14,25.505817932922657,6
2026-01-11,Otepää,Estonia,World Cup,97,5,Individual Compact,0,0,2026,7,L,17,Jonna Kil,Poland,68,2000-07-09T00:00:00.000000,0,"",25,13,25.508555783709788,7
2026-01-17,Oberhof,Germany,World Cup,100,5,Individual,0,0,2026,8,L,15,Jonna Kil,Poland,68,2000-07-09T00:00:00.000000,0,"",21,15,25.52498288843258,8
2026-01-18,Oberhof,Germany,World Cup,100,5,Individual,0,0,2026,9,L,21,Jonna Kil,Poland,68,2000-07-09T00:00:00.000000,0,"",24,17,25.527720739219713,9
2026-01-30,Seefeld,Austria,World Cup,109,5,Mass Start,1,0,2026,10,L,25,Jonna Kil,Poland,68,2000-07-09T00:00:00.000000,0,"",28,15,25.560574948665298,10
2026-01-31,Seefeld,Austria,World Cup,109,5,Individual Compact,0,0,2026,11,L,13,Jonna Kil,Poland,68,2000-07-09T00:00:00.000000,0,"",22,8,25.56331279945243,11
2026-02-01,Seefeld,Austria,World Cup,109,7.5,Individual,0,0,2026,12,L,15,Jonna Kil,Poland,68,2000-07-09T00:00:00.000000,0,"",16,8,25.56605065023956,12
2020-12-18,Ramsau,Austria,World Cup,98,N/A,Individual,0,0,2021,1,L,4,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",12,4,19.71526351813826,1
2021-02-27,Oberstdorf,Germany,World Championship,106,N/A,Individual,0,0,2021,2,L,3,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",4,5,19.90965092402464,2
2021-12-03,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2022,1,L,6,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",7,6,20.673511293634498,3
2021-12-04,Lillehammer,Norway,World Cup,98,5,Individual,0,0,2022,2,L,4,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",9,1,20.67624914442163,4
2021-12-11,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2022,3,L,4,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",6,2,20.695414099931554,5
2021-12-12,Otepää,Estonia,World Cup,97,5,Individual,0,0,2022,4,L,3,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",2,4,20.698151950718685,6
2021-12-17,Ramsau,Austria,World Cup,98,5,Individual,0,0,2022,5,L,4,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",5,4,20.711841204654345,7
2022-01-08,Val di Fiemme,Italy,World Cup,104,5,Mass Start,1,0,2022,6,L,6,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",12,5,20.772073921971252,8
2022-12-02,Lillehammer,Norway,World Cup,100,5,Individual,0,0,2023,1,L,17,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",20,2,21.67008898015058,9
2022-12-03,Lillehammer,Norway,World Cup,100,5,Individual,0,0,2023,2,L,10,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",19,2,21.672826830937712,10
2022-12-16,Ramsau,Austria,World Cup,97,5,Individual,0,0,2023,3,L,21,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",24,5,21.70841889117043,11
2022-12-17,Ramsau,Austria,World Cup,97,5,Individual,0,0,2023,4,L,17,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",21,10,21.711156741957563,12
2023-01-08,Otepää,Estonia,World Cup,97,5,Individual,0,0,2023,5,L,14,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",15,13,21.77138945927447,13
2023-01-27,Seefeld,Austria,World Cup,109,5,Individual,0,0,2023,6,L,13,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",18,2,21.82340862422998,14
2023-01-28,Seefeld,Austria,World Cup,109,5,Individual,0,0,2023,7,L,14,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",22,4,21.82614647501711,15
2023-02-11,Schonach,Germany,World Cup,100,5,Individual,0,0,2023,8,L,14,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",20,2,21.864476386036962,16
2023-02-12,Schonach,Germany,World Cup,100,5,Individual,0,0,2023,9,L,15,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",18,2,21.867214236824093,17
2023-02-24,Planica,Slovenia,World Championship,100,5,Individual,0,0,2023,10,L,8,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",15,4,21.900068446269678,18
2023-03-11,Holmenkollen,Norway,World Cup,106,5,Individual,0,0,2023,11,L,5,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",10,3,21.94113620807666,19
2023-12-15,Ramsau,Austria,World Cup,98,5,Individual,0,0,2024,3,L,9,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",14,3,22.704996577686515,20
2023-12-16,Ramsau,Austria,World Cup,N/A,N/A,Individual Compact,0,0,2024,4,L,13,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",21,5,22.707734428473646,21
2024-01-13,Oberstdorf,Germany,World Cup,106,5,Individual,0,0,2024,5,L,11,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",20,3,22.784394250513348,22
2024-01-14,Oberstdorf,Germany,World Cup,N/A,N/A,Individual Compact,0,0,2024,6,L,4,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",17,2,22.78713210130048,23
2024-01-27,Schonach,Germany,World Cup,100,5,Individual,0,0,2024,7,L,13,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",19,2,22.822724161533195,24
2024-01-28,Schonach,Germany,World Cup,100,7.5,Individual,0,0,2024,8,L,9,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",17,3,22.82546201232033,25
2024-02-02,Seefeld,Austria,World Cup,109,5,Individual,0,0,2024,9,L,14,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",18,2,22.83915126625599,26
2024-02-03,Seefeld,Austria,World Cup,109,5,Individual Compact,0,0,2024,10,L,4,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",13,3,22.84188911704312,27
2024-02-10,Otepää,Estonia,World Cup,97,5,Individual,0,0,2024,12,L,14,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",15,17,22.861054072553046,28
2024-03-09,Holmenkollen,Norway,World Cup,106,5,Individual,0,0,2024,14,L,13,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",20,2,22.937713894592743,29
2024-03-17,Trondheim,Norway,World Cup,100,7.5,Individual,0,0,2024,15,L,6,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",13,4,22.9596167008898,30
2024-12-07,Lillehammer,Norway,World Cup,98,5,Individual Compact,0,0,2025,2,L,7,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",17,6,23.685147159479808,31
2024-12-20,Ramsau,Austria,World Cup,96,5,Mass Start,1,0,2025,3,L,12,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",14,3,23.720739219712524,32
2024-12-21,Ramsau,Austria,World Cup,96,5,Individual Compact,0,0,2025,4,L,7,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",21,5,23.72347707049966,33
2025-01-18,Schonach,Germany,World Cup,100,5,Individual,0,0,2025,5,L,5,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",19,1,23.800136892539356,34
2025-01-19,Schonach,Germany,World Cup,100,5,Individual Compact,0,0,2025,6,L,3,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",22,2,23.802874743326488,35
2025-01-31,Seefeld,Austria,World Cup,109,5,Mass Start,1,0,2025,7,L,8,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",16,2,23.835728952772072,36
2025-02-07,Otepää,Estonia,World Cup,97,5,Mass Start,1,0,2025,10,L,14,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",15,6,23.854893908281998,37
2025-02-08,Otepää,Estonia,World Cup,97,5,Individual,0,0,2025,11,L,14,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",16,3,23.85763175906913,38
2025-02-09,Otepää,Estonia,World Cup,97,5,Individual Compact,0,0,2025,12,L,6,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",10,4,23.860369609856264,39
2025-02-27,Trondheim,Norway,World Championship,102,5,Mass Start,1,0,2025,13,L,8,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",13,2,23.90965092402464,40
2025-03-02,Trondheim,Norway,World Championship,102,5,Individual,0,0,2025,14,L,9,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",19,2,23.917864476386036,41
2025-03-15,Holmenkollen,Norway,World Cup,134,5,Individual,0,0,2025,15,L,8,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",15,3,23.953456536618752,42
2025-03-16,Holmenkollen,Norway,World Cup,134,5,Individual Compact,0,0,2025,16,L,9,Marte Leinan Lund,Norway,7,2001-04-01T00:00:00.000000,0,"",22,3,23.956194387405887,43
