Nation,Season,Race,Place,Date,City,Country,Event,TeamSize,RaceType,Distance,MassStart,Team_Elo,Team_Individual_Elo,Team_Sprint_Elo,Team_Pursuit_Elo,Team_MassStart_Elo,Team_Pelo,Team_Individual_Pelo,Team_Sprint_Pelo,Team_Pursuit_Pelo,Team_MassStart_Pelo,Avg_Elo,Avg_Individual_Elo,Avg_Sprint_Elo,Avg_Pursuit_Elo,Avg_MassStart_Elo,Avg_Pelo,Avg_Individual_Pelo,Avg_Sprint_Pelo,Avg_Pursuit_Pelo,Avg_MassStart_Pelo,TeamMembers,MemberSexes,MemberIDs,AvgAge,MaxAge,MinAge,AvgExp,MaxExp,MinExp
China,2022,13,12,2022-01-08,Oberhof,Germany,World Cup,4,Mixed Relay,N/A,0,5189.65937663769,5194.400065273319,5191.577084861457,4909.857238017714,5129.258269257779,5184.533625091031,5238.203588243022,5121.865252872123,4902.867538849136,5159.994742052292,1297.4148441594225,1298.6000163183298,1297.8942712153641,1227.4643095044285,1282.3145673144447,1296.1334062727578,1309.5508970607555,1280.4663132180308,1225.716884712284,1289.998685513073,"Chunyu Zhang,Fangming Cheng,Yuanmeng Chu,Jialin Tang","M,M,L,L","4911,1074,1685,76",25.98494182067077,30.17659137577002,22.132785763175907,63.25,173,7
Poland,2022,13,13,2022-01-08,Oberhof,Germany,World Cup,4,Mixed Relay,N/A,0,5255.130968121472,5175.509235061895,5319.0555829343975,5008.197839161388,5159.5328506209,5253.055681019544,5147.151877405546,5299.117954253608,5051.064232794159,5174.967723532457,1313.782742030368,1293.8773087654738,1329.7638957335994,1252.049459790347,1289.883212655225,1313.263920254886,1286.7879693513864,1324.779488563402,1262.7660581985397,1293.7419308831143,"Jan Gunka,Grzegorz Guzik,Monika Hojnisz-Staręga,Kamila Zuk","M,M,L,L","4559,1071,74,1554",26.158110882956876,30.38740588637919,19.737166324435318,125.75,244,2
Estonia,2022,13,14,2022-01-08,Oberhof,Germany,World Cup,4,Mixed Relay,N/A,0,5085.107356644767,5077.723835751582,5082.64329178863,4863.086758078533,5131.45553819228,5082.813611136917,5042.367760678339,4987.771453631997,4904.9455867605375,5159.994742052292,1271.2768391611917,1269.4309589378954,1270.6608229471576,1215.7716895196334,1282.86388454807,1270.7034027842292,1260.5919401695849,1246.9428634079993,1226.2363966901344,1289.998685513073,"Rene Zahkna,Kristo Siimer,Tuuli Tomingas,Regina Ermits","M,M,L,L","1099,1578,1245,1314",25.718685831622178,27.26899383983573,22.65571526351814,85.75,131,24
Kazakhstan,2022,13,15,2022-01-08,Oberhof,Germany,World Cup,4,Mixed Relay,N/A,0,4967.280679449748,5057.912385714685,5027.842837011106,4987.710964074509,5105.394307841658,4965.477125665646,5125.184615826631,5042.588232793972,5017.805795447124,5103.073174750102,1241.820169862437,1264.4780964286713,1256.9607092527765,1246.9277410186273,1276.3485769604144,1241.3692814164115,1281.2961539566577,1260.647058198493,1254.451448861781,1275.7682936875256,"Asset Dyussenov,Alexandr Mukhin,Darya Klimina,Galina Vishnevskaya-Sheporenko","M,M,L,L","4838,4530,575,840",27.16974674880219,32.33949349760438,23.449691991786448,88.0,163,4
Switzerland,2022,13,16,2022-01-08,Oberhof,Germany,World Cup,4,Mixed Relay,N/A,0,5191.188509754642,5352.744620423129,5149.224312097715,4947.56347915276,5093.501747296762,5194.436154622725,5294.099120960149,5263.164288281895,4944.971011235033,5112.886627383059,1297.7971274386605,1338.1861551057823,1287.3060780244286,1236.89086978819,1273.3754368241905,1298.6090386556812,1323.5247802400372,1315.7910720704738,1236.2427528087583,1278.2216568457648,"Sebastian Stalder,Serafin Wiestner,Aita Gasparin,Elisa Gasparin","M,M,L,L","1873,466,1003,487",28.36413415468857,31.471594798083505,23.969883641341546,137.75,215,18
Slovakia,2022,13,17,2022-01-08,Oberhof,Germany,World Cup,4,Mixed Relay,N/A,0,4901.768757102566,4991.154284923138,4919.240050537803,5104.137897981802,5173.160253928918,4903.5857365688025,5122.635979176595,4895.137189628984,5131.150441781213,5178.096465976628,1225.4421892756416,1247.7885712307846,1229.8100126344507,1276.0344744954505,1293.2900634822295,1225.8964341422006,1280.6589947941488,1223.784297407246,1282.7876104453032,1294.524116494157,"Matej Baloga,Simon Bartko,Paulina Batovska Fialkova,Maria Remenova","M,M,L,L","1417,1133,947,2249",32.98562628336755,56.86789869952087,21.451060917180012,70.5,192,11
Slovenia,2022,13,18,2022-01-08,Oberhof,Germany,World Cup,4,Mixed Relay,N/A,0,5175.517229966648,4990.825516403243,5209.312166244561,4871.817673812802,5083.262517463651,5182.775194903118,5000.806430956491,5197.512503836687,4915.608938523936,5094.468580117256,1293.879307491662,1247.7063791008106,1302.3280415611403,1217.9544184532006,1270.8156293659129,1295.6937987257795,1250.2016077391227,1299.3781259591717,1228.902234630984,1273.617145029314,"Klemen Bauer,Rok Trsan,Polona Klemencic,Kaja Zorc","M,M,L,L","33,1209,1606,2548",32.544147843942504,50.81177275838467,18.636550308008214,146.25,383,3
Moldova,2022,13,19,2022-01-08,Oberhof,Germany,World Cup,4,Mixed Relay,N/A,0,5042.73023541817,4975.390433593309,5076.749971502436,4962.516227378843,5107.555280097037,5050.357260768458,4859.608971000786,5130.722890899283,4971.955893400477,5119.989484104584,1260.6825588545425,1243.8476083983273,1269.187492875609,1240.6290568447107,1276.8888200242593,1262.5893151921146,1214.9022427501966,1282.6807227248207,1242.9889733501193,1279.997371026146,"Mihail Usov,Maksim Makarov,Alina Stremous,Alla Ghilenko","M,M,L,L","4419,4841,2758,928",26.862422997946613,29.574264202600958,25.295003422313485,26.5,41,8
Bulgaria,2022,13,20,2022-01-08,Oberhof,Germany,World Cup,4,Mixed Relay,N/A,0,5010.086675726539,4925.976600439294,5116.190078398354,4952.9926969628505,5081.865394168533,5019.925761510246,5174.798184596402,5111.140070539521,5013.629512753034,5075.392099840544,1252.5216689316348,1231.4941501098235,1279.0475195995884,1238.2481742407126,1270.4663485421333,1254.9814403775615,1293.6995461491006,1277.7850176348802,1253.4073781882585,1268.848024960136,"Dimitar Gerdzhikov,Vladimir Iliev,Maria Zdravkova,Milena Todorova","M,M,L,L","1005,123,1398,1598",28.0041067761807,34.8145106091718,23.444216290212182,137.25,324,39
Canada,2022,13,21,2022-01-08,Oberhof,Germany,World Cup,4,Mixed Relay,N/A,0,4781.462085991146,4884.914456179461,4835.022092805659,4953.424417890174,5107.555280097037,4790.038133010188,5137.581780123147,4909.402990933478,5022.289817106665,5119.989484104584,1195.3655214977864,1221.2286140448653,1208.7555232014147,1238.3561044725434,1276.8888200242593,1197.509533252547,1284.3954450307867,1227.3507477333694,1255.5724542766663,1279.997371026146,"Trevor Kiers,Jules Burnotte,Benita Peiffer,Sarah Beaudry","M,M,L,L","3105,1550,2216,1229",25.1129363449692,27.808350444900753,21.27583846680356,39.75,89,9
South Korea,2022,13,22,2022-01-08,Oberhof,Germany,World Cup,4,Mixed Relay,N/A,0,4752.789169063993,4881.130360805919,4846.744876426323,5008.5823544964915,5093.263689068521,4763.996199406107,4985.6727252331575,4837.3989965809515,5026.082168495344,5118.496789578328,1188.1972922659982,1220.2825902014797,1211.6862191065807,1252.1455886241229,1273.3159222671302,1190.9990498515267,1246.4181813082894,1209.3497491452379,1256.520542123836,1279.624197394582,"Timofei Lapshin,Yonggyu Kim,Ji-Hee Mun,Ekaterina Avvakumova","M,M,L,L","545,931,124,1638",31.661875427789184,33.93018480492813,28.07939767282683,108.5,176,61
Romania,2022,13,23,2022-01-08,Oberhof,Germany,World Cup,4,Mixed Relay,N/A,0,4917.282283614743,4961.882413366541,4901.828079061705,5006.9566026049315,5107.555280097037,4931.735007565393,5078.539505073319,4949.0356080521915,5043.067110508576,5119.989484104584,1229.3205709036858,1240.4706033416353,1225.4570197654261,1251.7391506512329,1276.8888200242593,1232.9337518913483,1269.6348762683297,1237.2589020130479,1260.766777627144,1279.997371026146,"Hunor Gego,Florin-Catalin Buta,Elena Chirkova,Andreea Mezdrea","M,M,L,L","1285,1585,2636,2419",24.144421629021217,27.019849418206707,20.588637919233403,6.5,18,1
Norway,2022,22,1,2022-02-05,Taizicheng,China,Olympic Winter Games,4,Mixed Relay,N/A,0,7193.112587445417,6474.95842918046,6924.081356782351,6331.927593211932,5640.139729880611,7186.634474539141,6303.408989385571,6918.137261248205,6320.333627625583,5616.984782848891,1798.2781468613543,1618.739607295115,1731.0203391955877,1582.981898302983,1410.0349324701529,1796.6586186347852,1575.8522473463927,1729.5343153120511,1580.0834069063958,1404.2461957122227,"Johannes Thingnes Bø,Tarjei Bø,Marte Olsbu Røiseland,Tiril Eckhoff","M,M,L,L","908,3,507,473",31.281314168377822,33.52224503764545,28.725530458590008,267.0,308,225
France,2022,22,2,2022-02-05,Taizicheng,China,Olympic Winter Games,4,Mixed Relay,N/A,0,6881.586057950095,6195.305424470616,6590.278272991266,6130.617770920737,5371.743513422882,6874.500000870585,6113.299651701851,6594.467776255257,6112.345212729309,5328.105212209828,1720.3965144875237,1548.826356117654,1647.5695682478165,1532.6544427301842,1342.9358783557204,1718.6250002176462,1528.3249129254627,1648.6169440638143,1528.0863031823274,1332.026303052457,"Quentin Fillon Maillet,Emilien Jacquelin,Anais Chevalier-Bouchet,Julia Simon","M,M,L,L","992,1333,939,1300",27.587953456536617,29.47296372347707,25.325119780971935,167.25,244,120
Russia,2022,22,3,2022-02-05,Taizicheng,China,Olympic Winter Games,4,Mixed Relay,N/A,0,6576.0924949992095,6090.871621500462,6262.4880882788575,5634.301522183668,5248.175567775558,6568.133910367378,5778.38794404145,6240.594729856455,5600.709110296385,5235.943842638032,1644.0231237498024,1522.7179053751156,1565.6220220697144,1408.575380545917,1312.0438919438895,1642.0334775918445,1444.5969860103626,1560.1486824641138,1400.1772775740963,1308.985960659508,"Eduard Latypov,Alexander Loginov,Kristina Reztsova,Uliana Nigmatullina","M,M,L,L","1088,887,1582,1222",35.9110198494182,59.93702943189596,25.776865160848732,85.5,139,37
Sweden,2022,22,4,2022-02-05,Taizicheng,China,Olympic Winter Games,4,Mixed Relay,N/A,0,6772.470417507169,5864.131786885365,6564.437290258826,6004.829563858951,5234.92314609688,6768.530129767821,6018.021886996423,6510.3248577624,5968.382962778474,5218.177319508564,1693.1176043767923,1466.0329467213412,1641.1093225647064,1501.2073909647377,1308.73078652422,1692.1325324419552,1504.5054717491057,1627.5812144406,1492.0957406946186,1304.544329877141,"Martin Ponsiluoma,Sebastian Samuelsson,Hanna Öberg,Elvira Öberg","M,M,L,L","1135,1345,1384,2266",32.752224503764545,56.94455852156057,22.94318959616701,116.75,149,74
Germany,2022,22,5,2022-02-05,Taizicheng,China,Olympic Winter Games,4,Mixed Relay,N/A,0,6392.540699868039,5965.003021978759,6236.3530350145575,5614.6608066262015,5313.100051943933,6386.893395696174,5871.95281211507,6205.241901187857,5614.968951694186,5301.809122761495,1598.1351749670098,1491.2507554946897,1559.0882587536394,1403.6652016565504,1328.2750129859833,1596.7233489240434,1467.9882030287674,1551.3104752969643,1403.7422379235466,1325.4522806903738,"Benedikt Doll,Philipp Nawrath,Vanessa Voigt,Denise Herrmann-Wick","M,M,L,L","474,1091,2165,2158",37.31690622861054,59.93702943189596,24.331279945242983,115.25,242,22
Belarus,2022,22,6,2022-02-05,Taizicheng,China,Olympic Winter Games,4,Mixed Relay,N/A,0,6396.910556795323,5942.285889877621,6193.4248477890405,5502.998498846625,5162.91716393751,6393.20325660975,5809.007168030119,6143.023955327539,5450.359022069117,5163.143616683402,1599.2276391988307,1485.5714724694053,1548.3562119472601,1375.7496247116562,1290.7292909843775,1598.3008141524374,1452.2517920075297,1535.7559888318847,1362.5897555172792,1290.7859041708505,"Mikita Labastau,Anton Smolski,Hanna Sola,Dzinara Alimbekava","M,M,L,L","4525,1453,1294,544",25.418891170431213,25.971252566735114,24.799452429842574,90.25,109,49
USA,2022,22,7,2022-02-05,Taizicheng,China,Olympic Winter Games,4,Mixed Relay,N/A,0,5440.412604548591,5365.08174806967,5451.570914165956,5065.814870907853,5087.335653251581,5427.960074172262,5272.069875077431,5439.30131372364,5090.734571291056,5105.663504940089,1360.1031511371477,1341.2704370174174,1362.892728541489,1266.4537177269633,1271.8339133128952,1356.9900185430654,1318.0174687693577,1359.82532843091,1272.683642822764,1276.4158762350223,"Paul Schommer,Sean Doherty,Clare Egan,Susan Dunklee","M,M,L,L","1932,1073,1345,676",31.63107460643395,35.97809719370294,26.663928815879533,174.25,285,57
Switzerland,2022,22,8,2022-02-05,Taizicheng,China,Olympic Winter Games,4,Mixed Relay,N/A,0,5749.970406147678,5732.220458232995,5581.923885197107,5289.976090551404,5104.776489464395,5743.270666540841,5569.517828682467,5597.030810758371,5295.371887375246,5124.980343517951,1437.4926015369194,1433.0551145582488,1395.4809712992767,1322.494022637851,1276.1941223660988,1435.8176666352103,1392.3794571706167,1399.2577026895929,1323.8429718438115,1281.2450858794878,"Sebastian Stalder,Benjamin Weger,Lena Häcki-Gross,Amy Baserga","M,M,L,L","1873,38,1238,2261",26.08418891170431,32.336755646817245,21.352498288843258,141.5,333,17
Italy,2022,22,9,2022-02-05,Taizicheng,China,Olympic Winter Games,4,Mixed Relay,N/A,0,6291.26157226629,5841.7140467583085,6327.584773324396,5712.165373845513,5245.002059600102,6292.731414051995,5907.042108524654,6362.158095968558,5661.8074891689075,5252.810786304776,1572.8153930665726,1460.4285116895771,1581.896193331099,1428.0413434613783,1311.2505149000256,1573.1828535129987,1476.7605271311636,1590.5395239921395,1415.4518722922269,1313.202696576194,"Lukas Hofer,Thomas Bormolini,Lisa Vittozzi,Dorothea Wierer","M,M,L,L","9,898,1292,54",30.409308692676248,32.35044490075291,27.003422313483913,272.25,374,174
Austria,2022,22,10,2022-02-05,Taizicheng,China,Olympic Winter Games,4,Mixed Relay,N/A,0,6205.095340262483,6218.047911127258,6048.8864858435345,5604.9634424564465,5267.1557103362575,6207.691948542008,6192.8381220783585,6051.838354844129,5601.272885710473,5289.605400172426,1551.2738350656207,1554.5119777818145,1512.2216214608836,1401.2408606141116,1316.7889275840644,1551.922987135502,1548.2095305195896,1512.9595887110322,1400.3182214276183,1322.4013500431065,"Felix Leitner,Simon Eder,Lisa Theresa Hauser,Julia Leitinger","M,M,L,L","1392,11,1006,1327",29.557837097878167,38.95140314852841,25.097878165639973,224.75,429,98
Finland,2022,22,11,2022-02-05,Taizicheng,China,Olympic Winter Games,4,Mixed Relay,N/A,0,5857.793759614991,5496.275340014168,5769.594608287332,5092.652418185876,5134.527881693856,5858.570811702579,5284.927062316157,5731.990979141192,5053.92639153473,5132.989225349963,1464.4484399037478,1374.068835003542,1442.398652071833,1273.163104546469,1283.631970423464,1464.6427029256447,1321.2317655790393,1432.997744785298,1263.4815978836825,1283.2473063374907,"Olli Hiidensalo,Tero Seppälä,Suvi Minkkinen,Mari Eder","M,M,L,L","920,1427,1233,57",29.61122518822724,34.24229979466119,26.031485284052017,167.5,296,87
Czechia,2022,22,12,2022-02-05,Taizicheng,China,Olympic Winter Games,4,Mixed Relay,N/A,0,5914.488248552863,5684.8743424443055,5799.416472979443,5413.950624794117,5203.353454533546,5918.264055071628,5592.781597487122,5782.1476793237625,5396.931983781477,5195.668418124866,1478.6220621382158,1421.2185856110764,1449.8541182448607,1353.4876561985293,1300.8383636333865,1479.566013767907,1398.1953993717805,1445.5369198309406,1349.2329959453693,1298.9171045312164,"Mikulas Karlik,Michal Krcmar,Marketa Davidova,Jessica Jislova","M,M,L,L","3124,477,1394,958",26.59411362080767,31.0362765229295,22.72416153319644,131.0,250,22
Ukraine,2022,22,13,2022-02-05,Taizicheng,China,Olympic Winter Games,4,Mixed Relay,N/A,0,5870.9954467999305,5728.882662718329,5941.939320820471,5376.255115718983,5101.290850252936,5876.15093405042,5781.41593035261,5887.835237001776,5407.453729311114,5102.676818409608,1467.7488616999826,1432.2206656795822,1485.4848302051178,1344.0637789297457,1275.322712563234,1469.037733512605,1445.3539825881526,1471.958809250444,1351.8634323277786,1275.669204602402,"Dmytro Pidruchnyi,Artem Pryma,Valj Semerenko,Yuliia Dzhima","M,M,L,L","471,592,14,505",33.09308692676249,36.049281314168375,30.253251197809718,260.75,349,212
Canada,2022,22,14,2022-02-05,Taizicheng,China,Olympic Winter Games,4,Mixed Relay,N/A,0,5409.954395515426,5545.59713688372,5398.290002486769,5034.287062140138,5143.226877208865,5411.948456714257,5702.234138775517,5399.368178955819,5080.405627411951,5137.84805593715,1352.4885988788565,1386.39928422093,1349.5725006216921,1258.5717655350345,1285.8067193022162,1352.9871141785643,1425.5585346938792,1349.8420447389547,1270.1014068529878,1284.4620139842875,"Scott Gow,Christian Gow,Sarah Beaudry,Emma Lunder","M,M,L,L","481,999,1229,501",29.605749486652975,31.249828884325805,27.88501026694045,147.0,197,94
China,2022,22,15,2022-02-05,Taizicheng,China,Olympic Winter Games,4,Mixed Relay,N/A,0,5126.293703121446,5145.986327583567,5106.646053127862,4968.597541484223,5121.526553032939,5127.444438583577,5213.298655410282,5045.069319440716,4990.116584562895,5139.992113078439,1281.5734257803615,1286.4965818958917,1276.6615132819654,1242.1493853710558,1280.3816382582347,1281.8611096458942,1303.3246638525704,1261.267329860179,1247.5291461407237,1284.9980282696097,"Fangming Cheng,Xingyuan Yan,Fanqi Meng,Yuanmeng Chu","M,M,L,L","1074,1346,1681,1685",24.849418206707735,27.860369609856264,22.209445585215605,41.0,43,39
Estonia,2022,22,16,2022-02-05,Taizicheng,China,Olympic Winter Games,4,Mixed Relay,N/A,0,5138.853134915368,5149.323478719579,5130.788639850802,4893.122085171193,5131.45553819228,5142.2250874767,5119.024492339106,5082.64329178863,4944.820135844906,5159.994742052292,1284.713283728842,1287.3308696798947,1282.6971599627004,1223.2805212927983,1282.86388454807,1285.556271869175,1279.7561230847764,1270.6608229471576,1236.2050339612265,1289.998685513073,"Rene Zahkna,Kristo Siimer,Regina Ermits,Tuuli Tomingas","M,M,L,L","1099,1578,1314,1245",25.795345653661876,27.345653661875428,22.732375085557837,91.75,138,29
Slovakia,2022,22,17,2022-02-05,Taizicheng,China,Olympic Winter Games,4,Mixed Relay,N/A,0,5116.287254587058,5175.525583792087,5121.940112207192,5067.840905082508,5180.036559391144,5121.57426497736,5122.576603228932,5164.037917045432,5115.225163257537,5197.602168254343,1279.0718136467644,1293.8813959480217,1280.485028051798,1266.960226270627,1295.009139847786,1280.39356624434,1280.644150807233,1291.009479261358,1278.8062908143843,1299.4005420635858,"Michal Sima,Tomas Sklenarik,Ivona Fialkova,Paulina Batovska Fialkova","M,M,L,L","914,3506,548,947",27.144421629021217,29.7741273100616,22.316221765913756,112.25,199,10
Japan,2022,22,18,2022-02-05,Taizicheng,China,Olympic Winter Games,4,Mixed Relay,N/A,0,5018.89237817999,5213.419723587956,5030.985464425014,4800.502933485896,5113.5656682020735,5025.077224007865,5243.583706884306,5116.487472340575,4755.8135278636055,5131.075274654082,1254.7230945449976,1303.354930896989,1257.7463661062534,1200.125733371474,1278.3914170505184,1256.2693060019662,1310.8959267210764,1279.1218680851437,1188.9533819659014,1282.7688186635205,"Tsukasa Kobonoki,Kosuke Ozaki,Sari Maeda,Fuyuko Tachizaki","M,M,L,L","918,1853,1677,95",31.066392881587955,33.06228610540725,29.3305954825462,157.75,303,86
Bulgaria,2022,22,19,2022-02-05,Taizicheng,China,Olympic Winter Games,4,Mixed Relay,N/A,0,4996.404032702185,4961.199843453576,5090.293305740114,4960.096373810285,5081.865394168533,5005.12609066269,4925.976600439294,5116.190078398354,4999.67918968071,5075.392099840544,1249.1010081755462,1240.299960863394,1272.5733264350285,1240.0240934525712,1270.4663485421333,1251.2815226656726,1231.4941501098235,1279.0475195995884,1249.9197974201775,1268.848024960136,"Vladimir Iliev,Dimitar Gerdzhikov,Maria Zdravkova,Milena Todorova","M,M,L,L","123,1005,1398,1598",28.080766598220396,34.8911704312115,23.520876112251884,142.5,331,42
Slovenia,2022,22,20,2022-02-05,Taizicheng,China,Olympic Winter Games,4,Mixed Relay,N/A,0,5302.203272764566,5319.454777572389,5356.371620263219,5077.697795165818,5214.380207802723,5315.687730139088,5398.352028475414,5453.387482361861,5082.852710852307,5233.850206401503,1325.5508181911414,1329.8636943930971,1339.0929050658046,1269.4244487914546,1303.5950519506807,1328.921932534772,1349.5880071188535,1363.3468705904652,1270.7131777130767,1308.4625516003757,"Miha Dovzan,Jakov Fak,Polona Klemencic,Ziva Klemencic","M,M,L,L","1098,19,1606,2218",35.0848733744011,59.93702943189596,21.078713210130047,144.75,335,13
Norway,2022,33,1,2022-03-13,Otepää,Estonia,World Cup,4,Mixed Relay,N/A,0,6810.106974062771,6231.6012334205225,6473.772276823125,5923.535706452071,5505.483703766616,6803.7851865041575,6143.974644551325,6415.1048792762795,5874.4807196173515,5470.364528489226,1702.5267435156927,1557.9003083551306,1618.4430692057813,1480.8839266130178,1376.370925941654,1700.9462966260394,1535.9936611378312,1603.7762198190699,1468.6201799043379,1367.5911321223066,"Vetle Sjåstad Christiansen,Sivert Guttorm Bakken,Tiril Eckhoff,Ingrid Landmark Tandrevold","M,M,L,L","509,1868,473,1553",27.691307323750856,31.811088295687885,23.652292950034223,153.5,283,22
Sweden,2022,33,2,2022-03-13,Otepää,Estonia,World Cup,4,Mixed Relay,N/A,0,6422.490676443928,5829.27665148859,6255.34437277185,5703.421351671411,5178.4256617875435,6414.8340164823185,5723.037822487785,6289.649807344091,5682.186670004571,5150.668652490886,1605.622669110982,1457.3191628721474,1563.8360931929626,1425.8553379178527,1294.6064154468859,1603.7085041205796,1430.7594556219462,1572.4124518360227,1420.5466675011428,1287.6671631227216,"Jesper Nelin,Martin Ponsiluoma,Linn Gestblom,Elvira Öberg","M,M,L,L","1266,1135,1301,2266",34.308692676249144,57.04312114989733,23.041752224503764,128.0,164,85
France,2022,33,3,2022-03-13,Otepää,Estonia,World Cup,4,Mixed Relay,N/A,0,6731.480189419257,6260.075220975327,6502.561194319655,5893.960828014653,5394.901364906068,6728.1487348476585,6173.098393221216,6480.566430762946,5904.430618313427,5366.537875322603,1682.8700473548142,1565.0188052438318,1625.6402985799139,1473.4902070036633,1348.725341226517,1682.0371837119146,1543.274598305304,1620.1416076907365,1476.1076545783567,1341.6344688306508,"Simon Desthieux,Quentin Fillon Maillet,Justine Braisaz-Bouchet,Chloe Chevalier","M,M,L,L","490,992,1217,1218",27.97399041752224,30.275154004106774,25.689253935660506,203.25,278,66
Germany,2022,33,4,2022-03-13,Otepää,Estonia,World Cup,4,Mixed Relay,N/A,0,6711.47264389147,6410.326345505847,6424.671395228937,5741.789142049624,5326.294549487095,6710.832397534066,6208.3693301246185,6340.866018925349,5677.95256401777,5298.155745776698,1677.8681609728676,1602.5815863764617,1606.1678488072343,1435.447285512406,1331.5736373717737,1677.7080993835166,1552.0923325311546,1585.2165047313372,1419.4881410044425,1324.5389364441744,"Roman Rees,Benedikt Doll,Vanessa Voigt,Denise Herrmann-Wick","M,M,L,L","890,474,2165,2158",29.664613278576315,33.22655715263518,24.42984257357974,134.0,253,33
Czechia,2022,33,5,2022-03-13,Otepää,Estonia,World Cup,4,Mixed Relay,N/A,0,5980.657527748491,5765.810456065051,5952.728804251845,5295.200766149916,5198.608639345171,5975.458243129523,5813.593526556908,5942.862474443153,5281.072223068135,5214.72150784235,1495.1643819371227,1441.4526140162627,1488.1822010629612,1323.800191537479,1299.6521598362926,1493.8645607823807,1453.398381639227,1485.7156186107882,1320.2680557670337,1303.6803769605874,"Michal Krcmar,Jakub Stvrtecky,Jessica Jislova,Marketa Davidova","M,M,L,L","477,1784,958,1394",26.793292265571523,31.134839151266256,23.225188227241613,153.75,261,81
Slovakia,2022,33,6,2022-03-13,Otepää,Estonia,World Cup,4,Mixed Relay,N/A,0,5172.486088920811,5169.900399391544,5148.268504414131,5088.889084065991,5166.684572579082,5160.334810323235,5175.525583792087,5161.399763429114,5091.788910548961,5187.923580913232,1293.1215222302028,1292.475099847886,1287.0671261035327,1272.2222710164976,1291.6711431447704,1290.0837025808087,1293.8813959480217,1290.3499408572784,1272.9472276372403,1296.980895228308,"Tomas Sklenarik,Michal Sima,Ivona Fialkova,Paulina Batovska Fialkova","M,M,L,L","3506,914,548,947",27.242984257357975,29.872689938398356,22.414784394250514,120.75,210,17
Austria,2022,33,7,2022-03-13,Otepää,Estonia,World Cup,4,Mixed Relay,N/A,0,5708.331544238805,5867.265952372559,5530.598916749658,5271.520423272918,5095.775178719795,5704.351887841953,5893.4457014943755,5509.210765974356,5235.852325434363,5127.241812960293,1427.0828860597012,1466.8164880931397,1382.6497291874146,1317.8801058182296,1273.9437946799487,1426.0879719604882,1473.3614253735939,1377.302691493589,1308.9630813585907,1281.8104532400732,"Felix Leitner,David Komatz,Julia Leitinger,Dunja Zdouc","M,M,L,L","1392,493,1327,1080",35.152635181382614,59.017111567419576,25.196440793976727,117.5,137,102
Finland,2022,33,8,2022-03-13,Otepää,Estonia,World Cup,4,Mixed Relay,N/A,0,5153.927906111476,5130.59127497963,5132.114004825731,4972.117927181053,5083.077796749956,5145.757560228034,5109.58887078634,5154.672428517445,5014.620946301799,5102.032659418207,1288.481976527869,1282.6478187449075,1283.0285012064328,1243.0294817952633,1270.769449187489,1286.4393900570085,1277.397217696585,1288.6681071293613,1253.6552365754499,1275.5081648545518,"Heikki Laitinen,Jaakko Ranta,Mari Eder,Nastassia Kinnunen","M,M,L,L","1331,1775,57,93",30.851471594798085,36.99657768651608,24.61327857631759,131.75,306,22
Switzerland,2022,33,9,2022-03-13,Otepää,Estonia,World Cup,4,Mixed Relay,N/A,0,5833.3375886385165,5760.888208917809,5687.1741744178025,5337.131156450971,5090.213372029412,5834.853166867664,5748.896936792799,5605.230845154074,5306.368151735211,5122.796494298096,1458.3343971596291,1440.2220522294522,1421.7935436044506,1334.2827891127426,1272.553343007353,1458.713291716916,1437.2242341981998,1401.3077112885185,1326.5920379338027,1280.699123574524,"Benjamin Weger,Sebastian Stalder,Lena Häcki-Gross,Elisa Gasparin","M,M,L,L","38,1873,1238,487",28.389459274469544,32.435318275154,24.145106091718002,199.75,339,33
Bulgaria,2022,33,10,2022-03-13,Otepää,Estonia,World Cup,4,Mixed Relay,N/A,0,5144.308401512857,5005.160461873874,5215.0473858592395,5064.4294181926125,5081.865394168533,5140.432171239281,5043.63810747086,5216.161831714303,5067.625286675943,5075.392099840544,1286.0771003782143,1251.2901154684685,1303.7618464648099,1266.1073545481531,1270.4663485421333,1285.1080428098203,1260.909526867715,1304.0404579285757,1266.9063216689858,1268.848024960136,"Vladimir Iliev,Blagoy Todev,Daniela Kadeva,Milena Todorova","M,M,L,L","123,4563,1228,1598",27.024640657084188,34.98973305954826,20.76659822039699,134.75,339,27
USA,2022,33,11,2022-03-13,Otepää,Estonia,World Cup,4,Mixed Relay,N/A,0,5516.229416628885,5322.774009635277,5533.218970810793,4850.814117654811,5156.28461376146,5518.612282303071,5139.463567402058,5473.909771696383,4819.964377012362,5170.955933316989,1379.0573541572212,1330.6935024088193,1383.3047427026981,1212.7035294137027,1289.071153440365,1379.6530705757677,1284.8658918505146,1368.4774429240958,1204.9910942530905,1292.7389833292473,"Jake Brown,Sean Doherty,Joanne Reid,Deedra Irwin","M,M,L,L","3571,1073,1754,2437",29.05475701574264,29.95756331279945,26.76249144421629,107.75,188,47
