"FISName","Skier","ID","Nation","StartOrder","Bib","Is_Host_Nation","In_Startlist","Year","Run1","Run2","Time","Points","Discipline","Elo","Downhill_Elo","Super.G_Elo","Giant.Slalom_Elo","Slalom_Elo","Combined_Elo","Tech_Elo","Speed_Elo","Race_Elo","Race1_Prob","City","Country","Race_Type","Race_Date","Sex"
"Elisa Maria Negri","Elisa Maria Negri",4247,"Italy",999,999,"True","False",NA,"","","",NA,"Giant Slalom",1125.83153986136,1239.97624949403,1187.76205550577,1270.03337772302,1274.45809498926,1287.75110476708,1261.94953433879,1136.81173500557,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Emily Woerle","Emily Woerle",5537,"Germany",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1144.96224450861,1236.36835593455,1208.23197515103,1270.03337772302,1274.45809498926,1289.58843905202,1261.94953433879,1144.53250816816,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Alexandra Gleditsch Melgaard","Alexandra Gleditsch Melgaard",6351,"Norway",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1270.79134438133,1284.30820697836,1295.05100367835,1270.03337772302,1274.45809498926,1289.58843905202,1261.94953433879,1273.41893893527,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Nila Bosshart","Nila Bosshart",6446,"Switzerland",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1277.90084402762,1284.30820697836,1271.97110499893,1270.03337772302,1274.45809498926,1289.58843905202,1261.94953433879,1280.59798537813,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Rea Antonia Lötscher","Rea Antonia Lötscher",6447,"Switzerland",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1275.9842563499,1284.30820697836,1271.97110499893,1270.03337772302,1274.45809498926,1289.58843905202,1261.94953433879,1278.53323717669,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Svenja Vetsch","Svenja Vetsch",6448,"Switzerland",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1275.9842563499,1284.30820697836,1271.97110499893,1270.03337772302,1274.45809498926,1289.58843905202,1261.94953433879,1278.53323717669,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Pia Hauzenberger","Pia Hauzenberger",6178,"Austria",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1238.36384034339,1282.25182027038,1267.35873954051,1270.03337772302,1274.45809498926,1289.58843905202,1261.94953433879,1242.3067284909,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Leonie Bartholomeus","Leonie Bartholomeus",6188,"Germany",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1255.64674553267,1264.93731105608,1271.97110499893,1270.03337772302,1263.51515994883,1289.58843905202,1256.42941942195,1261.55820519784,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Jana Atanasovska","Jana Atanasovska",5477,"North Macedonia",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1275.43028323593,1264.93731105608,1271.97110499893,1270.03337772302,1277.93020681474,1289.58843905202,1275.60279720533,1261.55820519784,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Juliette Legault","Juliette Legault",6460,"Canada",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1286.12650424207,1264.93731105608,1271.97110499893,1270.03337772302,1287.5009392342,1289.58843905202,1286.38006875251,1261.55820519784,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Allegra Frei","Allegra Frei",6441,"Switzerland",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1284.75610966574,1279.68915503287,1271.97110499893,1270.03337772302,1274.45809498926,1289.58843905202,1261.94953433879,1278.92552422383,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Breezy Johnson","Breezy Johnson",497,"USA",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1493.79195755051,1566.29152957513,1266.30215607257,1270.03337772302,1274.45809498926,1290.44408129875,1261.94953433879,1480.91215462408,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Jessica McLellan","Jessica McLellan",6223,"Canada",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1286.91520595434,1264.93731105608,1271.97110499893,1270.03337772302,1290.83800246088,1289.58843905202,1287.15512483786,1261.55820519784,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Clea Peter","Clea Peter",5907,"Switzerland",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1276.25416348913,1264.93731105608,1271.97110499893,1270.03337772302,1283.73852726333,1289.58843905202,1276.9871169092,1261.55820519784,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Isabella Wright","Isabella Wright",3934,"USA",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1298.35739797828,1337.21274993072,1209.43639714143,1270.03337772302,1274.45809498926,1284.63947987386,1261.94953433879,1281.57257219383,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Leonie Zegg","Leonie Zegg",5539,"Austria",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1302.93265946203,1300.29863152507,1248.53865408991,1270.03337772302,1274.45809498926,1289.58843905202,1261.94953433879,1301.58130217062,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Ruthie Demino","Ruthie Demino",5843,"USA",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1297.53736032242,1299.16832295978,1299.36154279722,1270.03337772302,1274.45809498926,1289.58843905202,1261.94953433879,1298.66473293094,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Camille Natter","Camille Natter",5992,"USA",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1251.69958784013,1281.42493528103,1288.19216723943,1270.03337772302,1274.45809498926,1289.58843905202,1261.94953433879,1259.72611115122,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Sophia Waryas","Sophia Waryas",6423,"USA",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1298.70483356688,1264.93731105608,1300,1270.03337772302,1274.45809498926,1289.58843905202,1261.94953433879,1300,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Franziska Leitner","Franziska Leitner",6469,"Austria",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1276.59354348954,1264.93731105608,1274.62857014461,1270.03337772302,1274.45809498926,1289.58843905202,1261.94953433879,1276.68692786491,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Chloe Panneton","Chloe Panneton",6461,"Canada",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1286.12650424207,1264.93731105608,1271.97110499893,1270.03337772302,1287.5009392342,1289.58843905202,1286.38006875251,1261.55820519784,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Blanca Novoa","Blanca Novoa",6407,"Chile",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1255.80626050737,1291.95520054627,1273.49603624279,1270.03337772302,1274.45809498926,1289.58843905202,1261.94953433879,1265.35460884844,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Anna Pieber","Anna Pieber",6468,"Austria",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1272.28034306987,1264.93731105608,1272.84594003776,1270.03337772302,1274.45809498926,1289.58843905202,1261.94953433879,1271.88450122224,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Jordina Caminal Santure","Jordina Caminal Santure",4309,"Spain",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1216.85115341664,1249.20415147544,1230.62160876425,1270.03337772302,1274.45809498926,1289.58843905202,1261.94953433879,1206.38779485938,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Mia Lindow","Mia Lindow",6420,"USA",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1298.70483356688,1264.93731105608,1300,1270.03337772302,1274.45809498926,1289.58843905202,1261.94953433879,1300,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Samantha Milne","Samantha Milne",6237,"USA",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1296.22830916738,1298.33154328869,1300,1270.03337772302,1274.45809498926,1289.58843905202,1261.94953433879,1298.63938131352,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Amalia Cosmelli","Amalia Cosmelli",6406,"Chile",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1279.2538369477,1289.24511331964,1294.98044378331,1270.03337772302,1274.45809498926,1289.58843905202,1261.94953433879,1279.35893236474,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Nadia Delago","Nadia Delago",3013,"Italy",999,999,"True","False",NA,"","","",NA,"Giant Slalom",1310.39452666317,1357.58266953315,1170.58151516909,1270.03337772302,1274.45809498926,1258.86869951066,1261.94953433879,1296.38304705319,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Elena Sanna Stucki","Elena Sanna Stucki",5550,"Switzerland",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1240.51607116279,1251.42081211079,1255.04254292873,1270.03337772302,1274.45809498926,1289.58843905202,1261.94953433879,1230.50211025697,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Malorie Blanc","Malorie Blanc",4978,"Switzerland",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1411.77031880578,1368.6861066705,1366.6702668012,1270.03337772302,1274.45809498926,1289.58843905202,1261.94953433879,1399.99219179597,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Sara Thaler","Sara Thaler",5054,"Italy",999,999,"True","False",NA,"","","",NA,"Giant Slalom",1181.18433832986,1232.90189981037,1140.79308170615,1270.03337772302,1274.45809498926,1289.58843905202,1261.94953433879,1164.88398887507,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Anna Schilcher","Anna Schilcher",4215,"Austria",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1249.91362779883,1248.10718545901,1306.58967389927,1270.03337772302,1283.25913222145,1289.58843905202,1278.24969862547,1243.53408099556,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Ingrid Myking","Ingrid Myking",6413,"Norway",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1270.82956167882,1264.93731105608,1271.97110499893,1270.03337772302,1276.16352544059,1289.58843905202,1271.32922248668,1261.55820519784,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Juana Luzzardi","Juana Luzzardi",6403,"Argentina",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1296.96028119639,1264.93731105608,1271.97110499893,1270.03337772302,1298.23214079072,1289.58843905202,1297.00424867766,1261.55820519784,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Carlotta De Leonardis","Carlotta De Leonardis",4299,"Italy",999,999,"True","False",NA,"","","",NA,"Giant Slalom",1179.19391490809,1204.80838991977,1234.00914146865,1270.03337772302,1274.45809498926,1289.58843905202,1261.94953433879,1171.92042333922,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Loren Hannema","Loren Hannema",6458,"Canada",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1283.08203059889,1264.93731105608,1271.97110499893,1270.03337772302,1287.40447644932,1289.58843905202,1283.38083016701,1261.55820519784,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Sarah Korak","Sarah Korak",6466,"Austria",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1252.34779347103,1264.93731105608,1251.95812914559,1270.03337772302,1274.45809498926,1289.58843905202,1261.94953433879,1252.16013933724,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Marie Schaden","Marie Schaden",6467,"Austria",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1272.28034306987,1264.93731105608,1272.84594003776,1270.03337772302,1274.45809498926,1289.58843905202,1261.94953433879,1271.88450122224,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Eliane Stössel","Eliane Stössel",5167,"Switzerland",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1127.30618301445,1195.44926156362,1220.86908669252,1270.03337772302,1274.45809498926,1289.58843905202,1261.94953433879,1125.93432056032,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Kathrin Stock","Kathrin Stock",4281,"Austria",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1274.75112249395,1264.93731105608,1271.97110499893,1270.03337772302,1276.31515496324,1289.58843905202,1275.27988642417,1261.55820519784,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Veera Alaniska","Veera Alaniska",5212,"Finland",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1217.07191541623,1264.93731105608,1271.97110499893,1270.03337772302,1227.82501697223,1289.58843905202,1218.66345189344,1261.55820519784,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Johanne Eilertsen","Johanne Eilertsen",6065,"Norway",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1205.9476162036,1264.93731105608,1271.97110499893,1270.03337772302,1218.76869448032,1289.58843905202,1207.45054439726,1261.55820519784,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Sarina Dörig","Sarina Dörig",6192,"Switzerland",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1212.7237820671,1264.93731105608,1271.97110499893,1270.03337772302,1224.38676030463,1289.58843905202,1214.11815102866,1261.55820519784,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Celine Reichenbach","Celine Reichenbach",5888,"Switzerland",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1210.12521077326,1265.17607876026,1243.3886532059,1270.03337772302,1274.45809498926,1289.58843905202,1261.94953433879,1212.52135711288,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Nora Pernstich","Nora Pernstich",6452,"Italy",999,999,"True","False",NA,"","","",NA,"Giant Slalom",1218.03703482152,1264.93731105608,1271.97110499893,1270.03337772302,1229.52962264504,1289.58843905202,1219.35831734728,1261.55820519784,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Aisha Läubli","Aisha Läubli",6442,"Switzerland",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1255.47016180208,1259.14925125216,1271.97110499893,1270.03337772302,1274.45809498926,1289.58843905202,1261.94953433879,1251.02504236348,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Sina Elsa","Sina Elsa",6315,"Switzerland",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1241.17097888272,1277.90962227844,1265.40408153882,1270.03337772302,1274.45809498926,1289.58843905202,1261.94953433879,1237.40209928306,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Laura Szalay","Laura Szalay",6285,"Hungary",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1296.66208055038,1264.93731105608,1271.97110499893,1270.03337772302,1297.12586601801,1289.58843905202,1296.72710425133,1261.55820519784,1270.03337772302,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Storm Klomhaus","Storm Klomhaus",4057,"USA",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1238.25891392781,1264.93731105608,1300,1269.98991525461,1273.60954778191,1289.58843905202,1241.47021647645,1300,1269.98991525461,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Celine Sommerova","Celine Sommerova",4770,"Czechia",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1263.52049129815,1298.12367402483,1271.97110499893,1269.32596430496,1265.79191772399,1289.58843905202,1264.26275186206,1297.17404685225,1269.32596430496,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Julia Cunningham","Julia Cunningham",5833,"USA",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1230.29141857556,1296.73281988542,1293.83475045233,1269.15462834831,1286.18852908589,1289.58843905202,1250.8327685274,1290.16449948073,1269.15462834831,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Bianca Bakke Westhoff","Bianca Bakke Westhoff",4160,"Norway",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1291.50288987995,1264.93731105608,1271.97110499893,1268.9385475755,1314.90078133387,1289.58843905202,1291.76872999848,1261.55820519784,1268.9385475755,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Lisa Vallcorba","Lisa Vallcorba",5117,"Spain",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1215.84935408397,1299.26451909525,1298.23134626067,1268.76718519968,1266.01413301416,1300,1222.39944821702,1296.9522200182,1268.76718519968,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Sophia Palmquist","Sophia Palmquist",4765,"USA",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1215.90858117979,1290.44809916888,1294.52667846925,1268.60681058318,1270.34375140263,1300,1230.23082976186,1282.80725666231,1268.60681058318,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Thea Emilie Benth Jellum","Thea Emilie Benth Jellum",5210,"Norway",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1207.79874018516,1264.93731105608,1299.2950977153,1268.45694458074,1236.29739063884,1289.58843905202,1211.70768912013,1298.60938936722,1268.45694458074,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Henriette Borgia","Henriette Borgia",4776,"USA",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1235.05893490061,1264.93731105608,1296.17070909439,1268.28917836299,1280.31672104073,1300,1243.54735272809,1293.31434471882,1268.28917836299,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Phoebe Heaydon","Phoebe Heaydon",5282,"Australia",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1252.19102708204,1264.93731105608,1271.97110499893,1268.08435461959,1257.64501301521,1289.58843905202,1252.80132752941,1261.55820519784,1268.08435461959,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Madeleine Beck","Madeleine Beck",5214,"Liechtenstein",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1271.35690385929,1264.93731105608,1271.97110499893,1267.92103470289,1274.81264307302,1289.58843905202,1271.67280088364,1261.55820519784,1267.92103470289,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Charlotte Grandinger","Charlotte Grandinger",5954,"Germany",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1174.26739580433,1264.93731105608,1271.97110499893,1267.69049393466,1202.79302623219,1289.58843905202,1177.38012814511,1261.55820519784,1267.69049393466,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
